chapter_code,chapter,subchapter,assay_refname,text_pattern_match,assay_source,notes,assay_class,mesh_indication,ind_phenotype_cmpd,ind_phenotype_cmpd_chemblid,pos_control_cmpd,pos_control_cmpd_chemblid
F,Drug Effects on Learning and Memory,Learning and Memory,General Electrophysiological Methods,Electrophysiological,phenotype,,in-vivo phenotypic,MEMORY DISORDERS,,,,
F,Drug Effects on Learning and Memory,Learning and Memory,Sodium Nitrite Intoxication NaNO2 Metabolic Influence on Learning and Memory,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
F,Drug Effects on Learning and Memory,Learning and Memory,Memory Deficits After Cerebral Lesions ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
F,Drug Effects on Learning and Memory,Learning and Memory,General Learning and Memory Models,Learning|Memory|Amnes,phenotype,,in-vivo phenotypic,MEMORY DISORDERS,,,,
G,Effect on Peripheral Nerve Function,Local Anesthetic Activity,Conduction Anesthesia in the Sciatic Nerve of the Rat,Ana?esthet.*Sciatic\W?Nerve|Sciatic\W?Nerve\W?Block,Vogel_assay_2008,,in-vivo phenotypic,ANESTHESIA,,,,
G,Effect on Peripheral Nerve Function,Local Anesthetic Activity,Conduction Anesthesia on the Mouse Tail Tail-Flick Assay,an[a]?esth.*tail,Hock_2016,,in-vivo phenotypic,ANESTHESIA,,,,
G,Effect on Peripheral Nerve Function,Local Anesthetic Activity,Infraorbital Nerve Block in the Rat Conduction Anesthesia,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
G,Effect on Peripheral Nerve Function,Local Anesthetic Activity,Infiltration Anesthesia in Mouse Skin,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
G,Effect on Peripheral Nerve Function,Local Anesthetic Activity,Epidural Anesthesia Using Cannulation of the Thoracic Epidural Space,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
G,Effect on Peripheral Nerve Function,Local Anesthetic Activity,Intrathecal it (Spinal) Anesthesia in Rat,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
G,Effect on Peripheral Nerve Function,Local Anesthetic Activity,General Models of Local Anesthetic Activity,Local\W?Ana?esthet,phenotype,,in-vivo phenotypic,ANESTHESIA,,,,
G,Effect on Peripheral Nerve Function,Neuromuscular Blocking Activity,Isolated Phrenic Nerve Diaphragm Preparation of the Rat Neuromuscular Blocking Agent,,Vogel_assay_2008,,ex-vivo functional,,,,,
G,Effect on Peripheral Nerve Function,Neuromuscular Blocking Activity,Evaluation of Neuromuscular Blockade in Anesthetized Mice Neuromuscular Blocking Agent,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Haffners Tail Clip Method,Tail\W?Clip|Haffner|Tail\W?Pinch|Straub,Hock_2016,,in-vivo phenotypic,PAIN,,,MORPHINE|CODEINE,CHEMBL70|CHEMBL485
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Radiant Heat Method,tail\W?flick|radiant\W?heat|heat.*tail\W?flick|thermal.*tail\W?flick|D\W?Amour\W?Smith,Hock_2016,,in-vivo phenotypic,PAIN,,,MORPHINE|CODEINE|MEPERIDINE,CHEMBL70|CHEMBL485|CHEMBL607
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Hot Plate Method,Hot\W?Plate|\WEddy\W,Hock_2016,,in-vivo phenotypic,PAIN,,,MORPHINE|CODEINE|MEPERIDINE|ANTIPYRINE,CHEMBL70|CHEMBL485|CHEMBL607|CHEMBL277474
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Tail Immersion Test,Tail\W?Immersion,Hock_2016,,in-vivo phenotypic,PAIN,,,MORPHINE|METHADONE|ASPIRIN|PHENYLBUTAZONE|NALORPHINE,CHEMBL70|CHEMBL651|CHEMBL25|CHEMBL101|CHEMBL415284
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Electrical Stimulation of the Tail for Analgesic Activity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Grid Shock Test,Grid\W?Shock|Jump.*Flinch|Flinch.*Jump,Hock_2016,,in-vivo phenotypic,PAIN,,,MORPHINE|ASPIRIN,CHEMBL70|CHEMBL25
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Formalin Test for Chronic Pain,Formalin,Hock_2016,,in-vivo phenotypic,PAIN,FORMALDEHYDE,CHEMBL1255,MORPHINE|MEPERIDINE,CHEMBL70|CHEMBL607
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Chronic Nerve Constriction Injury for Neuropathic Pain,Constriction.*Injury|\WCCI\WSpinal\W?Nerve\W?Ligation|\WSNL\W|Chung,Vogel_assay_2008,,in-vivo phenotypic,PAIN,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Peripheral Nerve Injury Model for Neuropathic Pain,Nerve\W?Crush,Vogel_assay_2008,,in-vivo phenotypic,PAIN,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Spared Nerve Injury Model for Persistent Peripheral Neuropathic Pain,Spared\W?Nerve,Vogel_assay_2008,,in-vivo phenotypic,PAIN,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Spinal Cord Injury for Chronic Central Neuropathic Pain,Spinal\W?Cord\W?Injury,Vogel_assay_2008,,in-vivo phenotypic,PAIN,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Chemotherapy-Induced Pain for Peripheral Neuropathic Pain,Vincristine,Vogel_assay_2008,,in-vivo phenotypic,PAIN,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Central Analgesic Activity,Trigeminal Neuropathic Pain Model,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Peripheral Analgesic Activity,Writhing Test for Analgesic Activity,Writhing|phenylquinone|benzoquinone|\WPBQ\W,Hock_2016,,in-vivo phenotypic,PAIN,None|ACETIC ACID,CHEMBL274117|CHEMBL539,INDOMETHACIN|ASPIRIN|AMINOPYRINE|PHENACETIN,CHEMBL6|CHEMBL25|CHEMBL288470|CHEMBL16073
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Peripheral Analgesic Activity,Pain in Inflamed Tissue (Randall-Selitto Test) for Analgesic Activity,Randall|paw\W?pressure|inflamed\W?paw|alges.*yeast|yeast*.alges,Hock_2016,,in-vivo phenotypic,PAIN,"YEAST, DRIED|CARRAGEENAN|Freunds adjuvant|DINOPROSTONE",CHEMBL2108815|CHEMBL2108264|None|CHEMBL548,SODIUM SALICYLATE|AMINOPYRINE|MORPHINE|CODEINE|MEPERIDINE,CHEMBL447868|CHEMBL288470|CHEMBL70|CHEMBL485|CHEMBL607
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Peripheral Analgesic Activity,Mechanical Visceral Pain Model,,Hock_2016,,in-vivo phenotypic,PAIN,,,INDOMETHACIN|MORPHINE,CHEMBL6|CHEMBL70
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Peripheral Analgesic Activity,Antagonism Against Local Effects of Bradykinin for Analgesic Activity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Peripheral Analgesic Activity,Nerve Growth Factor Antagonism for Analgesic Activity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Analgesic Activity,General Analgesic Nociceptic and Allodynic Activity,Algesi|Nocicept|Allodyn,phenotype,,in-vivo phenotypic,PAIN,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Anti-Inflammatory Activity,Vascular Permeability for Anti-inflammatory Activity,Vascular\W?Permeability,Vogel_assay_2008,,in-vivo phenotypic,INFLAMMATION,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Anti-Inflammatory Activity,Inhibition of Leukocyte Adhesion to Rat Mesenteric Venules In Vivo for Anti-inflammatory Activity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Anti-Inflammatory Activity,Oxazolone-Induced Ear Edema in Mice,Oxazolone.*Ear|Ear.*Oxazolone,Hock_2016,,in-vivo phenotypic,INFLAMMATION,Oxazolone,None|,HYDROCORTISONE|INDOMETHACIN,CHEMBL389621|CHEMBL6
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Anti-Inflammatory Activity,Croton-oil Ear Edema in Rats and Mice for Anti-inflammatory Activity,Ear\W?O?edema,Vogel_assay_2008,,in-vivo phenotypic,INFLAMMATION,,,,
P,Pharmacological Models in Dermatology,Pruritus Models,Pruritus and Scratching Behavior,Prurit|scratch,Hock_2016,Vogel assay for (i) 'Pruritis and Scratching in Mice'  is combined with (ii) 'Pruritis and Scratching in Other Species',in-vivo phenotypic,PRURITUS|SKIN DISEASES,BOMBESIN|MORPHINE|SEROTONIN,CHEMBL437027|CHEMBL70|CHEMBL39,,
P,Pharmacological Models in Dermatology,Psoriasis Models,Mouse Tail Model for Psoriasis,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Psoriasis Models,Rat Ultraviolet Ray B Photodermatitis Model for Psoriasis,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Psoriasis Models,Hyperproliferative Epidermis in Hairless Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Psoriasis Models,Flaky Skin (fsn) Mouse for Psoriatiform Skin Diseases in Spontaneous Mice Mutations,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Psoriasis Models,Asebia (ab/ab) Mouse for Psoriatiform Skin Diseases in Spontaneous Mice Mutations,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Psoriasis Models,Xenotransplantation of Human Psoriatic Skin,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,General Anesthesia,Screening of Volatile Anesthetics Inhalation,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,General Anesthesia,Determination of Minimal Alveolar Anesthetic Concentration MAC,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,General Anesthesia,Efficacy and Safety of Inhalation Anesthetics,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Pancreatic Function,Acute Pancreatic Fistula in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Thrombosis,Experimental Thrombocytopenia or Leucocytopenia,thrombocytopenia,Vogel_assay_2008,,in-vivo phenotypic,THROMBOSIS|VASCULAR DISEASES|CARDIOVASCULAR DISEASES,,,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Thrombosis,Collagenase-Induced Thrombocytopenia ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Thrombosis,Reversible Intravital Aggregation of Platelets,platelet.*aggregat|aggregat.*platelet,Vogel_assay_2008,,in-vivo phenotypic,THROMBOSIS|VASCULAR DISEASES|CARDIOVASCULAR DISEASES,ADENOSINE DIPHOSPHATE|Platelet activating factor|ARACHIDONIC ACID|THROMBIN|collagen,CHEMBL14830|None|CHEMBL15594|CHEMBL2108110|None,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Thrombosis,General Thrombosis Models,Thromb,phenotype,Thrombin is a clotting enzyme; Thromboplastin is a plasma protein aiding blood coagulation. Thrombus is a blood clot.,in-vivo phenotypic,THROMBOSIS|VASCULAR DISEASES|CARDIOVASCULAR DISEASES,,,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Bleeding Models,Subaqueous Tail Bleeding Time in Rodents,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Bleeding Models,Arterial Bleeding Time in Mesentery,arter.*bleeding\W?time,Vogel_assay_2008,,in-vivo phenotypic,HEMORRHAGE,,,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Bleeding Models,General Bleeding Models,Bleeding,phenotype,,in-vivo phenotypic,HEMORRHAGE,,,,
B,Pharmacological Assays in Thrombosis and Haemostasis,Genetic Models of Hemostasis and Thrombosis,Knock-out Mouse Models of Hemostasis and Thrombosis,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Diuretic and Saluretic Activity,Diuretic Activity in Rats Lipschitz Test,Diuretic|Lipschitz,Vogel_assay_2008,,in-vivo phenotypic,KIDNEY DISEASES,,,,
C,Activity on Urinary Tract,Diuretic and Saluretic Activity,Saluretic Activity in Rats,Saluret|Kaliuret|Natriuret,Vogel_assay_2008,,in-vivo phenotypic,KIDNEY DISEASES,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Clearance Methods,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Assessment of Glomerular Filtration Rate (GFR) by Plasma Chemistry,Glomerular\W?Filtration|urea.*nitrogen|nitrogen.*urea|serum.*\WCr\W|serum.*creatinin|renal.*creatin|creatin.*renal|excret.*creatin|creatin.*excret|urin.*creatin|creatin.*urin,Hock_2016,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Assessment of Renal Blood Flow (RBF) by Intravascular Doppler Flow Probes ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Assessment of Glomerular Filtration Rate (GFR) and Renal Blood Flow  (RBF) by Scintigraphic Imaging ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Urinalysis,urine.*volume|volume.*urine|proteinuria|glucosuria|urinary\Wglucose\Wexcretion,Hock_2016,,in-vivo phenotypic,URINALYSIS,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Fractional Excretion Methods ,Excret,Hock_2016,,in-vivo phenotypic,RENAL ELIMINATION,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Quantitative Electrolyte Excretion,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Assessment of Tubular Transport Processes using Transport Substrates and Inhibitors,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function ,Solute-Free Water Excretion and Reabsorption,\Wurin.*conc|Conc.*\WUrin,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function,Assessment of Medullary Osmolarity and Blood Flow,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function,Micropuncture Techniques in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function,Stop-Flow Technique,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Assessment of Renal Function,General Renal Function Models,Renal\W?Function,phenotype,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Impaired Renal Function,Chronic Renal Failure in the Rat,Chronic\W?Renal\W?Failure,Vogel_assay_2008,,in-vivo phenotypic,"KIDNEY FAILURE, CHRONIC|KIDNEY DISEASES",,,,
C,Activity on Urinary Tract,Impaired Renal Function,Nephrotoxic Serum Nephritis ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Impaired Renal Function,Experimental Nephrosis,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Impaired Renal Function,General Nephrotoxic & Nephroprotective Models,Nephro,phenotype,,in-vivo phenotypic,KIDNEY DISEASES,,,,
C,Activity on Urinary Tract,Uricosuric and Hypo-Uricemic Activity,Diuretic and Uricosuric Activity in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Uricosuric and Hypo-Uricemic Activity,Hypouricemic Activity After Allantoxanamide Treatment in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Uricosuric and Hypo-Uricemic Activity,Hypouricemic and Uricosuric Activity After Potassium Oxonate Treatment in Rats,Hypouricemic.*Potassium\W?Oxonate|\Wuric,Vogel_assay_2008,,in-vivo phenotypic,HYPERURICEMIA,,,,
C,Activity on Urinary Tract,Uricosuric and Hypo-Uricemic Activity,Phenol Red Excretion in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
C,Activity on Urinary Tract,Influence on Lower Urinary Tract,Micturition Studies,active\W?bladder|Micturition|bladder\W?contract,Vogel_assay_2008,,in-vivo phenotypic,URINARY INCONTINENCE,,,,
D,Respiratory Activity,Effects on Air Ways,Isolated Larynx In Situ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
D,Respiratory Activity,Effects on Air Ways,Prevention of Allergic Asthma Reaction,Allergic\W?Asthma,Vogel_assay_2008,,in-vivo phenotypic,ASTHMA|HYPERSENSITIVITY,,,,
D,Respiratory Activity,Effects on Air Ways,Bleomycin Induced Pulmonary Fibrosis,Bleomycin.*Lung,Vogel_assay_2008,,in-vivo phenotypic,IDIOPATHIC PULMONARY FIBROSIS|LUNG DISEASES,,,,
D,Respiratory Activity,Effects on Air Ways,Emphysema Models,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
D,Respiratory Activity,Effects on Air Ways,Models of Chronic Obstructive Pulmonary Disease COPD,Chronic\W?Obstructive\W?Pulmonary\W?Disease|COPD,Vogel_assay_2008,,in-vivo phenotypic,"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE|LUNG DISEASES",,,,
D,Respiratory Activity,Effects on Air Ways,General Airway Models,Air\W?Way|broncho,phenotype,,in-vivo phenotypic,ASTHMA,,,,
D,Respiratory Activity,Effects on Tracheal Cells and Bronchial Mucus Secretion and Transport,Acute Studies of Mucus Secretion,Epith.*Mucus,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Observational Assessment,irwin,Hock_2016,"Also known as the ""Irwin Test"".",in-vivo phenotypic,PSYCHOMOTOR PERFORMANCE,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Method of Intermittent Observations,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Open Field Test,Open\W?Field,Hock_2016,,in-vivo phenotypic,MOTOR ACTIVITY,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Hole-Board Test,Hole\W?Board,Hock_2016,,in-vivo phenotypic,MOTOR ACTIVITY,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Combined Open Field Test,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,EEG Electroencephalography Analysis From Rat Brain by Telemetry,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Inclined Plane,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Chimney Test,Chimney,Hock_2016,,in-vivo phenotypic,PSYCHOMOTOR PERFORMANCE,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Grip Strength,Grip\W?Strength,Hock_2016,,in-vivo phenotypic,PSYCHOMOTOR PERFORMANCE,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Rotarod Method,Rot[oa]rod,Hock_2016,,in-vivo phenotypic,PSYCHOMOTOR PERFORMANCE|ROTAROD PERFORMANCE TEST,,,DIAZEPAM|FLURAZEPAM|CHLORPROMAZINE|HALOPERIDOL,CHEMBL12|CHEMBL968|CHEMBL71|CHEMBL54
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Treadmill Performance,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Influence on Polysynaptic Reflexes,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,Masticatory Muscle Reflexes,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Effects on Behavior and Muscle Coordination ,General Behavioural Responses,Behaviou?ral,phenotype,,in-vivo phenotypic,"BEHAVIOR, ANIMAL",,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Pentylenetetrazole Metrazol Induced Convulsions,\Wptz\W|pentylene\W?tetrazole,Hock_2016,,in-vivo phenotypic,ANXIETY|SEIZURES,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Strychnine-Induced Convulsions,strychnine,Hock_2016,,in-vivo phenotypic,ANXIETY|SEIZURES,STRYCHNINE,CHEMBL227934,DIAZEPAM,CHEMBL12
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Picrotoxin-Induced Convulsions,Picrotoxin,Hock_2016,,in-vivo phenotypic,ANXIETY|SEIZURES,PICROTOXIN,CHEMBL1908342,DIAZEPAM,CHEMBL12
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Isoniazid-Induced Convulsions,Isoniazid.*convuls|convuls.*Isoniazid|Isoniazid.*seizure|seizure.*Isoniazid,Hock_2016,,in-vivo phenotypic,SEIZURES,ISONIAZID,CHEMBL64,DIAZEPAM,CHEMBL12
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Yohimbine-Induced Convulsions,Yohimbine.*convuls|convuls.*Yohimbine|Yohimbine.*seizure|seizure.*Yohimbine,Vogel_assay_2008,,in-vivo phenotypic,SEIZURES,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,General Anti Convulsant Activity,Convuls|Seizure|tonic.*clonic|clonic.*tonic,phenotype,,in-vivo phenotypic,SEIZURES,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Foot Shock Induced Aggression,Foot\W?Shock,Hock_2016,,in-vivo phenotypic,AGGRESSION,,,MEPROBAMATE|PHENOBARBITAL|PERPHENAZINE|METHADONE|ALCOHOL,CHEMBL979|CHEMBL40|CHEMBL567|CHEMBL651|CHEMBL545
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Isolation-Induced Aggression,Isolation\W?Induced,Hock_2016,,in-vivo phenotypic,AGGRESSION,,,LORMETAZEPAM|CLONAZEPAM|HALOPERIDOL|CHLORPROMAZINE|IMIPRAMINE,CHEMBL22097|CHEMBL452|CHEMBL54|CHEMBL71|CHEMBL11
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Resident-Intruder Aggression Test,Resident\W?Intruder,Vogel_assay_2008,,in-vivo phenotypic,AGGRESSION|DEPRESSIVE DISORDER|MENTAL DISORDERS,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Water Competition Test,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Maternal Aggression in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,General Anti-Aggressive Activity,Aggress,phenotype,,in-vivo phenotypic,AGGRESSION,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Anti-Anxiety Test Light-Dark Model,Light\W?Dark|Dark\W?Light,Hock_2016,,in-vivo phenotypic,ANXIETY,,,DIAZEPAM|PENTOBARBITAL|MEPROBAMATE,CHEMBL12|CHEMBL448|CHEMBL979
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Anticipatory Anxiety in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Social Interaction in Rats,Social\W?Interaction,Vogel_assay_2008,,in-vivo phenotypic,ANXIETY|PSYCHOTIC DISORDERS,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Elevated Plus Maze Test,Elevated\W?Plus|Plus\W?Maze,Hock_2016,,in-vivo phenotypic,ANXIETY|MEMORY DISORDERS|MAZE LEARNING,,,VALPROIC ACID,CHEMBL109
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Water Maze Test,Water\W?Maze,Hock_2016,,in-vivo phenotypic,SPATIAL LEARNING|MEMORY DISORDERS|MAZE LEARNING,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Staircase Test,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Cork Gnawing Test in the Rat,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Distress Vocalization in Rat Pups,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Schedule Induced Polydipsia in Rats,Polydips,Hock_2016,,in-vivo phenotypic,OBSESSIVE-COMPULSIVE DISORDER|MENTAL DISORDERS|POLYDIPSIA,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Four Plate Test in Mice,Four\W?Plate|4\W?Plate,Vogel_assay_2008,,in-vivo phenotypic,ANXIETY,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Foot-shock-Induced Freezing Behavior in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Experimental Anxiety in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Anxiety Defense Test Battery in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Cardiac Output,cardiac\Woutput,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,CARDIAC OUTPUT,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Total Peripheral Resistance,total\Wperipheral\Wresistance|peripheral\Wvascular\Wresistance|coronary\Wvascular\Wresistance|vascular\Wresistance.*atrium|vascular\Wresistance.*ventricle,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,VASCULAR RESISTANCE,,,,
I,Antiarthrotic and Immunomodulatory Activity,Methods for Testing Immunological Factors,General rheumatoid arthritis models,rheumat.*arthr|collagen.*arthrit|arthrit.*collagen,phenotype,,in-vivo phenotypic,"ARTHRITIS, RHEUMATOID",,,,
J,Activity on the Gastrointestinal Tract,Pancreatic Function,Acute Experimental Pancreatitis,Pancreatitis,Vogel_assay_2008,,in-vivo phenotypic,PANCREATITIS|DIGESTIVE SYSTEM DISEASES,,,,
